pitcher,pitcher_name,feature,standardized_residual_coefficient,effective_standardized_coefficient,feature_training_mean,feature_training_scale,effective_raw_unit_coefficient,model_residual_intercept,effective_raw_unit_intercept,ridge_alpha,correction_scale
542881,Tyler Anderson,release_pos_z_slope5,0.1931394887198371,0.048284872179959276,0.0007219449638884609,0.02859594835031371,1.6885214502574653,-0.01569575203051927,-0.1765998819317234,100.0,0.25
542881,Tyler Anderson,arm_angle_slope5,0.11974145341534463,0.029935363353836158,-0.041511825956750056,0.7374417360610346,0.04059353015972851,-0.01569575203051927,-0.1765998819317234,100.0,0.25
542881,Tyler Anderson,pfx_x_slope5,0.06293388075493929,0.015733470188734822,0.005638622367260042,0.045000377441902426,0.3496297383071389,-0.01569575203051927,-0.1765998819317234,100.0,0.25
542881,Tyler Anderson,pfx_z_slope5,-0.00934929385135265,-0.0023373234628381624,0.0005165099403057529,0.037558218584637065,-0.0622320107534128,-0.01569575203051927,-0.1765998819317234,100.0,0.25
542881,Tyler Anderson,breaking_share_slope5,-0.11131102461281284,-0.02782775615320321,-4.143546745732635e-05,0.006566973290023353,-4.237531496508379,-0.01569575203051927,-0.1765998819317234,100.0,0.25
542881,Tyler Anderson,offspeed_share_slope5,0.059680445771165935,0.014920111442791484,0.0028556972472598883,0.026044155581666225,0.572877527013949,-0.01569575203051927,-0.1765998819317234,100.0,0.25
543243,Sonny Gray,prior_minus_ewma4,0.17160839529510855,0.042902098823777136,0.16635843228723915,3.4107986422119705,0.01257831473626783,0.38254158457499515,1.6204769421220275,100.0,0.25
543243,Sonny Gray,mean5_minus_ewma4,0.17632980621247038,0.044082451553117595,-0.020450173164091864,1.6261019850650795,0.027109278481911043,0.38254158457499515,1.6204769421220275,100.0,0.25
543243,Sonny Gray,stuff_plus_slope_last5,-0.5105662178731646,-0.12764155446829115,-0.03648328969219903,1.8707444603477135,-0.06823035276799191,0.38254158457499515,1.6204769421220275,100.0,0.25
543243,Sonny Gray,prev_start_pitch_count,-0.49796992403082635,-0.12449248100770659,87.64,10.806035350673255,-0.011520643507792175,0.38254158457499515,1.6204769421220275,100.0,0.25
543243,Sonny Gray,rest_days,-0.09811827738467968,-0.02452956934616992,6.08,1.5341447128612111,-0.01598908443286408,0.38254158457499515,1.6204769421220275,100.0,0.25
543243,Sonny Gray,workload_density_3starts,-0.2831979669969996,-0.0707994917492499,14.624371982409375,2.437904501901741,-0.02904112597274471,0.38254158457499515,1.6204769421220275,100.0,0.25
543243,Sonny Gray,release_speed_slope5,-0.05196715763665566,-0.012991789409163915,0.027831984017274488,0.2852394547483327,-0.04554695780296802,0.38254158457499515,1.6204769421220275,100.0,0.25
543243,Sonny Gray,release_spin_rate_slope5,0.05372392596566086,0.013430981491415216,3.0372170391305775,30.42429204669908,0.00044145584294285744,0.38254158457499515,1.6204769421220275,100.0,0.25
543243,Sonny Gray,release_extension_slope5,0.12477562581843768,0.03119390645460942,0.0026133515567587466,0.03083877241178061,1.011515829426892,0.38254158457499515,1.6204769421220275,100.0,0.25
543243,Sonny Gray,release_pos_x_slope5,-0.023949367919383676,-0.005987341979845919,-0.0004410084873716418,0.05531413535329155,-0.10824253044189786,0.38254158457499515,1.6204769421220275,100.0,0.25
543243,Sonny Gray,release_pos_z_slope5,-0.05830417726661508,-0.01457604431665377,-0.002399698389598413,0.022098029071538173,-0.6596083419687157,0.38254158457499515,1.6204769421220275,100.0,0.25
543243,Sonny Gray,arm_angle_slope5,0.05719232997366936,0.01429808249341734,-0.011755187834610778,0.48244369730013303,0.029636789895759297,0.38254158457499515,1.6204769421220275,100.0,0.25
543243,Sonny Gray,pfx_x_slope5,0.04758675323162621,0.011896688307906552,-0.0010078802787654238,0.049210563779735025,0.24175070135663887,0.38254158457499515,1.6204769421220275,100.0,0.25
543243,Sonny Gray,pfx_z_slope5,-0.03677907822343845,-0.009194769555859612,0.0013009756355676996,0.0422802749074859,-0.21747184889357565,0.38254158457499515,1.6204769421220275,100.0,0.25
543243,Sonny Gray,breaking_share_slope5,0.14209769643121684,0.03552442410780421,-0.0008159267577878128,0.020969519752543485,1.6940981256137397,0.38254158457499515,1.6204769421220275,100.0,0.25
543243,Sonny Gray,offspeed_share_slope5,0.17415921577191815,0.04353980394297954,0.0001907023387902071,0.01313423964071879,3.314984737144385,0.38254158457499515,1.6204769421220275,100.0,0.25
554430,Zack Wheeler,prior_minus_ewma4,-0.509690056769344,-0.127422514192336,0.07076885592144495,3.391728327287722,-0.03756860865511375,0.14133561486984716,0.037286388031806623,100.0,0.25
554430,Zack Wheeler,mean5_minus_ewma4,0.07042159658029407,0.017605399145073516,-0.030675163311121755,1.533818316618778,0.011478151587003925,0.14133561486984716,0.037286388031806623,100.0,0.25
554430,Zack Wheeler,stuff_plus_slope_last5,-0.3772440371870979,-0.09431100929677448,0.03185622338328947,1.7390904177486386,-0.05423007816860148,0.14133561486984716,0.037286388031806623,100.0,0.25
554430,Zack Wheeler,prev_start_pitch_count,-0.07831819199480995,-0.019579547998702488,99.22608695652174,8.5170528374501,-0.0022988642165761605,0.14133561486984716,0.037286388031806623,100.0,0.25
554430,Zack Wheeler,rest_days,-0.040978510634436506,-0.010244627658609127,5.852173913043479,1.2527776322401394,-0.008177530788357323,0.14133561486984716,0.037286388031806623,100.0,0.25
554430,Zack Wheeler,workload_density_3starts,0.12240349524472627,0.030600873811181567,16.975236743969756,1.9284921495859086,0.01586777204032294,0.14133561486984716,0.037286388031806623,100.0,0.25
554430,Zack Wheeler,release_speed_slope5,0.35312582817318383,0.08828145704329596,0.03466708088493674,0.28646318264625215,0.3081773239680613,0.14133561486984716,0.037286388031806623,100.0,0.25
554430,Zack Wheeler,release_spin_rate_slope5,0.5503312436270377,0.13758281090675942,1.5244883894277061,15.867529455389692,0.008670714070111711,0.14133561486984716,0.037286388031806623,100.0,0.25
554430,Zack Wheeler,release_extension_slope5,-0.13503096549276764,-0.03375774137319191,0.001109761948100954,0.03758560654649978,-0.8981560888588521,0.14133561486984716,0.037286388031806623,100.0,0.25
554430,Zack Wheeler,release_pos_x_slope5,-0.022481320587684223,-0.005620330146921056,-0.0016479721670952367,0.02565170298373184,-0.2191016382220485,0.14133561486984716,0.037286388031806623,100.0,0.25
554430,Zack Wheeler,release_pos_z_slope5,0.451089162601427,0.11277229065035675,-0.00589640481084234,0.02755795264562179,4.092186821733044,0.14133561486984716,0.037286388031806623,100.0,0.25
554430,Zack Wheeler,arm_angle_slope5,-0.08102801292512186,-0.020257003231280466,-0.10282419014041663,0.32407913842244723,-0.06250634746157228,0.14133561486984716,0.037286388031806623,100.0,0.25
554430,Zack Wheeler,pfx_x_slope5,0.15511351537521595,0.03877837884380399,0.002123076705079911,0.042932268876680425,0.9032455041030288,0.14133561486984716,0.037286388031806623,100.0,0.25
554430,Zack Wheeler,pfx_z_slope5,-0.16714728339263032,-0.04178682084815758,-0.0005160500290396455,0.033384179040230416,-1.2516953254354812,0.14133561486984716,0.037286388031806623,100.0,0.25
554430,Zack Wheeler,breaking_share_slope5,-0.04833460934752484,-0.01208365233688121,0.00018448469719825568,0.015427811493093455,-0.7832382669629248,0.14133561486984716,0.037286388031806623,100.0,0.25
554430,Zack Wheeler,offspeed_share_slope5,-0.0503771848741164,-0.0125942962185291,-0.0010947777898473868,0.009800323587503261,-1.2850898346446982,0.14133561486984716,0.037286388031806623,100.0,0.25
571578,Patrick Corbin,prior_minus_ewma4,-0.5462805883448245,-0.13657014708620613,0.08698679563472934,2.796904099655694,-0.04882904176193179,0.48200343235032217,-0.0091510426818745,100.0,0.25
571578,Patrick Corbin,mean5_minus_ewma4,0.2669176211882329,0.06672940529705823,-0.00982517338520042,1.08992572879821,0.06122380959905992,0.48200343235032217,-0.0091510426818745,100.0,0.25
571578,Patrick Corbin,stuff_plus_slope_last5,-0.1287665816329211,-0.032191645408230274,0.07655356395653466,1.2546808113704444,-0.025657238969860753,0.48200343235032217,-0.0091510426818745,100.0,0.25
571578,Patrick Corbin,prev_start_pitch_count,-0.12184379328564467,-0.030460948321411167,89.81512605042016,14.0413353686069,-0.0021693768806003047,0.48200343235032217,-0.0091510426818745,100.0,0.25
571578,Patrick Corbin,rest_days,0.42624621954249176,0.10656155488562294,5.857142857142857,1.1173626983929184,0.09536881358120189,0.48200343235032217,-0.0091510426818745,100.0,0.25
571578,Patrick Corbin,workload_density_3starts,-0.09967098138989457,-0.02491774534747364,15.632098179461945,1.8541516281285546,-0.013438893006082678,0.48200343235032217,-0.0091510426818745,100.0,0.25
571578,Patrick Corbin,release_speed_slope5,0.0178826173697881,0.004470654342447025,0.02371818289529586,0.32239452770274163,0.01386702923992902,0.48200343235032217,-0.0091510426818745,100.0,0.25
571578,Patrick Corbin,release_spin_rate_slope5,0.15406427118769034,0.038516067796922585,-0.2707910364605919,15.662219527916774,0.0024591704725036244,0.48200343235032217,-0.0091510426818745,100.0,0.25
571578,Patrick Corbin,release_extension_slope5,0.3068961742360113,0.07672404355900282,-0.0014288341708913784,0.03002456692913546,2.5553755276500185,0.48200343235032217,-0.0091510426818745,100.0,0.25
571578,Patrick Corbin,release_pos_x_slope5,-0.15526011685551303,-0.038815029213878256,0.0009010923747513253,0.02872420750925514,-1.3513002648157233,0.48200343235032217,-0.0091510426818745,100.0,0.25
571578,Patrick Corbin,release_pos_z_slope5,0.4199887493138462,0.10499718732846156,-0.0015348636382706855,0.02223733379803135,4.72166260047582,0.48200343235032217,-0.0091510426818745,100.0,0.25
571578,Patrick Corbin,arm_angle_slope5,0.23382421965318181,0.058456054913295454,-0.04165735630630365,0.41961895574001173,0.13930746958322293,0.48200343235032217,-0.0091510426818745,100.0,0.25
571578,Patrick Corbin,pfx_x_slope5,-0.01859358321320215,-0.004648395803300538,0.002388384133273247,0.03931004574877463,-0.11824956483154023,0.48200343235032217,-0.0091510426818745,100.0,0.25
571578,Patrick Corbin,pfx_z_slope5,-0.1504774126591432,-0.0376193531647858,-0.001352980296929463,0.029003026766979023,-1.2970836963684345,0.48200343235032217,-0.0091510426818745,100.0,0.25
571578,Patrick Corbin,breaking_share_slope5,0.16808407948511794,0.042021019871279486,-0.00024834299645756113,0.024778395923196295,1.695873292263504,0.48200343235032217,-0.0091510426818745,100.0,0.25
571578,Patrick Corbin,offspeed_share_slope5,0.026967173082729973,0.006741793270682493,3.773320159063925e-06,0.01224909100691137,0.5503913120474438,0.48200343235032217,-0.0091510426818745,100.0,0.25
592332,Kevin Gausman,prior_minus_ewma4,-0.48072912874840074,-0.12018228218710018,-0.368119184371018,3.8709477398912537,-0.031047249992188337,-0.366154863852125,0.8011810939414936,100.0,0.25
592332,Kevin Gausman,mean5_minus_ewma4,0.1393409622236829,0.03483524055592072,0.1336539810351275,1.6373824604657636,0.021274956460698633,-0.366154863852125,0.8011810939414936,100.0,0.25
592332,Kevin Gausman,stuff_plus_slope_last5,-0.39385729536746106,-0.09846432384186526,-0.1506086424863979,1.8595167054392785,-0.052951567229187535,-0.366154863852125,0.8011810939414936,100.0,0.25
592332,Kevin Gausman,prev_start_pitch_count,-0.28848746852656865,-0.07212186713164216,94.81666666666666,11.818758630057369,-0.006102321689540425,-0.366154863852125,0.8011810939414936,100.0,0.25
592332,Kevin Gausman,rest_days,-0.7301444103097077,-0.18253610257742692,5.916666666666667,1.3698134503971293,-0.13325617625123112,-0.366154863852125,0.8011810939414936,100.0,0.25
592332,Kevin Gausman,workload_density_3starts,0.25244422061397764,0.06311105515349441,16.262753046190603,2.1741219529117184,0.029028295799585754,-0.366154863852125,0.8011810939414936,100.0,0.25
592332,Kevin Gausman,release_speed_slope5,-0.5342269706734224,-0.1335567426683556,0.056340746573706274,0.44242896921627906,-0.3018716041694528,-0.366154863852125,0.8011810939414936,100.0,0.25
592332,Kevin Gausman,release_spin_rate_slope5,0.002231832733752325,0.0005579581834380812,0.721355413390894,25.186564106807126,2.215300908341376e-05,-0.366154863852125,0.8011810939414936,100.0,0.25
592332,Kevin Gausman,release_extension_slope5,0.21891255411441896,0.05472813852860474,0.0035255935123452145,0.0316772182287608,1.727681330266407,-0.366154863852125,0.8011810939414936,100.0,0.25
592332,Kevin Gausman,release_pos_x_slope5,0.10621294941146593,0.026553237352866483,0.0021761633061554543,0.02379796319709437,1.1157777299239005,-0.366154863852125,0.8011810939414936,100.0,0.25
592332,Kevin Gausman,release_pos_z_slope5,0.18545580136908402,0.046363950342271004,-0.0037790997450706074,0.029335591123886708,1.580467567415706,-0.366154863852125,0.8011810939414936,100.0,0.25
592332,Kevin Gausman,arm_angle_slope5,0.20708734463872303,0.051771836159680756,-0.09003115723497651,0.47668393474361964,0.10860830916721746,-0.366154863852125,0.8011810939414936,100.0,0.25
592332,Kevin Gausman,pfx_x_slope5,-0.06898217675180007,-0.017245544187950018,-8.382969002393798e-06,0.03425850655996475,-0.5033945118933919,-0.366154863852125,0.8011810939414936,100.0,0.25
592332,Kevin Gausman,pfx_z_slope5,0.4597985120939506,0.11494962802348765,0.0014199738151840942,0.03369357380453262,3.4116187463623726,-0.366154863852125,0.8011810939414936,100.0,0.25
592332,Kevin Gausman,breaking_share_slope5,0.026989577791265082,0.0067473944478162705,-0.00029733443308793797,0.01825229731894913,0.36967370900819563,-0.366154863852125,0.8011810939414936,100.0,0.25
592332,Kevin Gausman,offspeed_share_slope5,0.07570580330362138,0.018926450825905345,-0.0006302790610007137,0.022569863360935978,0.8385717947527911,-0.366154863852125,0.8011810939414936,100.0,0.25
592791,Jameson Taillon,prior_minus_ewma4,-0.3928485227425195,-0.09821213068562988,-0.25462497657170924,2.8085528123710155,-0.034968945662345575,-0.483999258051617,-0.1618945212459501,100.0,0.25
592791,Jameson Taillon,mean5_minus_ewma4,0.245935001967695,0.06148375049192375,0.09990351546141601,1.1785203073399677,0.052170293637704396,-0.483999258051617,-0.1618945212459501,100.0,0.25
592791,Jameson Taillon,stuff_plus_slope_last5,-0.3611306682763321,-0.09028266706908303,-0.17628112238476473,1.3221461769016514,-0.06828493599751093,-0.483999258051617,-0.1618945212459501,100.0,0.25
592791,Jameson Taillon,prev_start_pitch_count,-0.21709858310193242,-0.054274645775483105,87.43564356435644,12.773282637532928,-0.004249075771329357,-0.483999258051617,-0.1618945212459501,100.0,0.25
592791,Jameson Taillon,rest_days,-0.033843345806291635,-0.008460836451572909,5.8316831683168315,1.1351216354824962,-0.007453682660164023,-0.483999258051617,-0.1618945212459501,100.0,0.25
592791,Jameson Taillon,workload_density_3starts,0.26023977372911117,0.06505994343227779,14.97965362215125,2.324341888575532,0.027990694377645814,-0.483999258051617,-0.1618945212459501,100.0,0.25
592791,Jameson Taillon,release_speed_slope5,-0.248058351079384,-0.062014587769846,-0.002896901223900455,0.30469690385635906,-0.2035287755962268,-0.483999258051617,-0.1618945212459501,100.0,0.25
592791,Jameson Taillon,release_spin_rate_slope5,-0.22570200824615763,-0.05642550206153941,-1.0039872055500603,15.98496230273433,-0.0035299114876165497,-0.483999258051617,-0.1618945212459501,100.0,0.25
592791,Jameson Taillon,release_extension_slope5,-0.2248710480281865,-0.056217762007046625,0.002761023792595035,0.030261051885344392,-1.8577596780194288,-0.483999258051617,-0.1618945212459501,100.0,0.25
592791,Jameson Taillon,release_pos_x_slope5,0.16049790999218427,0.04012447749804607,0.008795168388084681,0.03226989341565145,1.243402851730059,-0.483999258051617,-0.1618945212459501,100.0,0.25
592791,Jameson Taillon,release_pos_z_slope5,-0.07056201047905858,-0.017640502619764645,-0.0020217705922842186,0.022054507704660314,-0.7998592784747152,-0.483999258051617,-0.1618945212459501,100.0,0.25
592791,Jameson Taillon,arm_angle_slope5,-0.07000550178147433,-0.017501375445368582,-0.027463691820557894,0.3037820467215855,-0.057611618705724545,-0.483999258051617,-0.1618945212459501,100.0,0.25
592791,Jameson Taillon,pfx_x_slope5,0.0478550952682781,0.011963773817069525,-0.0045402366622751475,0.04352125374157979,0.2748949717328444,-0.483999258051617,-0.1618945212459501,100.0,0.25
592791,Jameson Taillon,pfx_z_slope5,0.036150312322063304,0.009037578080515826,-0.0018245923572332411,0.0451514234356055,0.20016153185967941,-0.483999258051617,-0.1618945212459501,100.0,0.25
592791,Jameson Taillon,breaking_share_slope5,0.0702155812251797,0.017553895306294923,-0.002614655900409452,0.024651087613774016,0.7120941510299338,-0.483999258051617,-0.1618945212459501,100.0,0.25
592791,Jameson Taillon,offspeed_share_slope5,0.09249311625256347,0.023123279063140868,0.00043605772833129903,0.013022224600611674,1.7756781020390888,-0.483999258051617,-0.1618945212459501,100.0,0.25
605135,Chris Bassitt,prior_minus_ewma4,-0.16545763319613668,-0.04136440829903417,0.13602394419587432,3.2068582625360285,-0.01289873293817564,0.09227733880714065,-0.008182278223566118,100.0,0.25
605135,Chris Bassitt,mean5_minus_ewma4,0.10218918903543936,0.02554729725885984,-0.062191444760954256,1.512389807383264,0.01689200570788146,0.09227733880714065,-0.008182278223566118,100.0,0.25
605135,Chris Bassitt,stuff_plus_slope_last5,-0.47563478449286506,-0.11890869612321626,0.056431853765480385,1.7220802585011603,-0.06904945082333754,0.09227733880714065,-0.008182278223566118,100.0,0.25
605135,Chris Bassitt,prev_start_pitch_count,-0.15591297972637883,-0.038978244931594706,95.78070175438596,9.712316987306723,-0.00401327973361417,0.09227733880714065,-0.008182278223566118,100.0,0.25
605135,Chris Bassitt,rest_days,0.24770623408469947,0.06192655852117487,5.885964912280702,1.1829102673166882,0.05235101954237744,0.09227733880714065,-0.008182278223566118,100.0,0.25
605135,Chris Bassitt,workload_density_3starts,0.014862190413931152,0.003715547603482788,16.55173546719396,1.8127129989613342,0.0020497164226282697,0.09227733880714065,-0.008182278223566118,100.0,0.25
605135,Chris Bassitt,release_speed_slope5,-0.02969575768906719,-0.007423939422266797,-0.020591011739290965,0.33596735384214743,-0.022097204794948314,0.09227733880714065,-0.008182278223566118,100.0,0.25
605135,Chris Bassitt,release_spin_rate_slope5,0.43041968257553914,0.10760492064388479,-0.3733761128409326,13.629908849141234,0.007894764509057193,0.09227733880714065,-0.008182278223566118,100.0,0.25
605135,Chris Bassitt,release_extension_slope5,0.33348363051281793,0.08337090762820448,-0.0014129115420183618,0.03417007484496689,2.4398807437931227,0.09227733880714065,-0.008182278223566118,100.0,0.25
605135,Chris Bassitt,release_pos_x_slope5,-0.22227637038160714,-0.055569092595401784,-0.013681551988615074,0.07621950272673043,-0.7290665854201843,0.09227733880714065,-0.008182278223566118,100.0,0.25
605135,Chris Bassitt,release_pos_z_slope5,-0.29612062904619435,-0.07403015726154859,-0.004265671855372185,0.02586680684961687,-2.861975105467844,0.09227733880714065,-0.008182278223566118,100.0,0.25
605135,Chris Bassitt,arm_angle_slope5,-0.5367990270757672,-0.1341997567689418,-0.1479901133266942,0.46404191565108266,-0.28919748893944275,0.09227733880714065,-0.008182278223566118,100.0,0.25
605135,Chris Bassitt,pfx_x_slope5,-0.2793710567754568,-0.0698427641938642,0.0038402797193265855,0.04653225982872124,-1.5009536276756317,0.09227733880714065,-0.008182278223566118,100.0,0.25
605135,Chris Bassitt,pfx_z_slope5,-0.29015761862967443,-0.07253940465741861,-0.006113136755189741,0.02567047863264977,-2.825790889818361,0.09227733880714065,-0.008182278223566118,100.0,0.25
605135,Chris Bassitt,breaking_share_slope5,0.39587269235933153,0.09896817308983288,0.0018326115212762629,0.01867788493167226,5.298682021646448,0.09227733880714065,-0.008182278223566118,100.0,0.25
605135,Chris Bassitt,offspeed_share_slope5,-0.2617460738548311,-0.06543651846370778,-4.433740055781113e-06,0.012464006620948272,-5.2500388080449625,0.09227733880714065,-0.008182278223566118,100.0,0.25
607536,Kyle Freeland,prior_minus_ewma4,-0.17439542974809452,-0.04359885743702363,-0.10435475026670486,3.114563546954984,-0.013998384293571064,0.028320004577168822,1.1523197482463674,100.0,0.25
607536,Kyle Freeland,mean5_minus_ewma4,0.41576856841960314,0.10394214210490078,-0.005714317419553158,1.2382834519638575,0.08394050807999864,0.028320004577168822,1.1523197482463674,100.0,0.25
607536,Kyle Freeland,stuff_plus_slope_last5,-0.40996769484779705,-0.10249192371194926,-0.02149990052572095,1.465912269568093,-0.06991681960759277,0.028320004577168822,1.1523197482463674,100.0,0.25
607536,Kyle Freeland,prev_start_pitch_count,-0.00624945843775121,-0.0015623646094378024,87.37894736842105,13.210983426773842,-0.00011826255161833445,0.028320004577168822,1.1523197482463674,100.0,0.25
607536,Kyle Freeland,rest_days,0.04555164314913885,0.011387910787284712,5.88421052631579,1.6661531988369074,0.006834852158393525,0.028320004577168822,1.1523197482463674,100.0,0.25
607536,Kyle Freeland,workload_density_3starts,-0.5965269889091186,-0.14913174722727965,14.985502996084925,1.9151160377593195,-0.07787086750198352,0.028320004577168822,1.1523197482463674,100.0,0.25
607536,Kyle Freeland,release_speed_slope5,0.2235785624410817,0.05589464061027043,-0.005131684390196878,0.27954724540697606,0.19994702694672156,0.028320004577168822,1.1523197482463674,100.0,0.25
607536,Kyle Freeland,release_spin_rate_slope5,-0.30460552932634816,-0.07615138233158704,2.1058033149034014,20.630371146231926,-0.003691226967843274,0.028320004577168822,1.1523197482463674,100.0,0.25
607536,Kyle Freeland,release_extension_slope5,-0.46605643644127126,-0.11651410911031782,-0.0008630433874051061,0.025067209959763474,-4.64806850452603,0.028320004577168822,1.1523197482463674,100.0,0.25
607536,Kyle Freeland,release_pos_x_slope5,0.10341453559879075,0.02585363389969769,-0.001120122892263412,0.0525829096568298,0.4916737028898829,0.028320004577168822,1.1523197482463674,100.0,0.25
607536,Kyle Freeland,release_pos_z_slope5,-0.14497751365612882,-0.036244378414032205,0.0021245562363613607,0.027158337453888088,-1.334558069895524,0.028320004577168822,1.1523197482463674,100.0,0.25
607536,Kyle Freeland,arm_angle_slope5,-0.22802754870604677,-0.05700688717651169,0.012903554136275298,0.5991325708446752,-0.09514903704223869,0.028320004577168822,1.1523197482463674,100.0,0.25
607536,Kyle Freeland,pfx_x_slope5,-0.14343577294733126,-0.035858943236832815,-0.0011355431516461719,0.03840014380773747,-0.93382314963121,0.028320004577168822,1.1523197482463674,100.0,0.25
607536,Kyle Freeland,pfx_z_slope5,-0.18579986981298358,-0.046449967453245894,-0.000690241955332336,0.031123105648938217,-1.4924592673106374,0.028320004577168822,1.1523197482463674,100.0,0.25
607536,Kyle Freeland,breaking_share_slope5,-0.06061840096781696,-0.01515460024195424,0.0002592871879630008,0.0179751104405754,-0.8430880184049164,0.028320004577168822,1.1523197482463674,100.0,0.25
607536,Kyle Freeland,offspeed_share_slope5,0.12164960737731326,0.030412401844328314,-0.002075724107484339,0.02007525644766674,1.5149197183910952,0.028320004577168822,1.1523197482463674,100.0,0.25
